Label,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Month,Year,Date,monthSum12,monthSum13,monthSum14,monthSum15,date
"3, 2010",29256719.0,30458816.0,31642013.0,31523494.0,30639381.0,29237811.0,22815541.0,21735705.0,20807949.0,19189779.0,16684761.0,18149949.0,13994471.0,11652044.0,7397588.0,3,2010,2010-03-01,302141917.0,316136388.0,327788432.0,335186020.0,2010-03-01
"4, 2010",31553034.0,29323271.0,32895874.0,31841391.0,30640984.0,24547919.0,21648218.0,21078179.0,19404098.0,15994657.0,17231863.0,14689205.0,12595950.0,7502045.0,6633924.0,4,2010,2010-04-01,290848694.0,303444643.0,310946689.0,317580613.0,2010-04-01
"5, 2010",33149176.0,34706808.0,34306442.0,32244750.0,27133751.0,25276823.0,22565467.0,20443320.0,16723184.0,17980381.0,15392161.0,12956815.0,7578936.0,7030146.0,6337737.0,5,2010,2010-05-01,292879078.0,300458014.0,307488159.0,313825896.0,2010-05-01
"6, 2010",34680230.0,35370645.0,33279835.0,27144745.0,26767127.0,25814624.0,21360147.0,17860091.0,19645197.0,16527170.0,13994782.0,8648372.0,7980342.0,6871793.0,6605709.0,6,2010,2010-06-01,281092965.0,289073307.0,295945100.0,302550809.0,2010-06-01
"7, 2010",36142444.0,34976504.0,31188451.0,27578643.0,26624436.0,24632198.0,18823327.0,21019951.0,17929928.0,15547715.0,9221406.0,9229195.0,7700640.0,7420866.0,7539887.0,7,2010,2010-07-01,272914197.0,280614837.0,288035704.0,295575591.0,2010-07-01
"8, 2010",31992681.0,33313159.0,32343678.0,32126703.0,28055686.0,23711628.0,22430592.0,19157088.0,16298788.0,9262466.0,9167112.0,8255894.0,7870647.0,8004641.0,6866307.0,8,2010,2010-08-01,266115475.0,273986122.0,281990762.0,288857070.0,2010-08-01
"9, 2010",34546715.0,36072723.0,34971081.0,30122864.0,25158143.0,28221526.0,23993374.0,23230888.0,14034085.0,13919122.0,13366719.0,12750332.0,12367554.0,11116191.0,10825915.0,9,2010,2010-09-01,290387572.0,302755126.0,313871317.0,324697232.0,2010-09-01
"10, 2010",36537403.0,37755280.0,32172760.0,27037064.0,28664766.0,28307662.0,23064584.0,13451577.0,13234423.0,12554144.0,12160607.0,12326910.0,10670383.0,10361080.0,,10,2010,2010-10-01,277267180.0,287937563.0,298298643.0,298298643.0,2010-10-01
"11, 2010",30631414.0,29245996.0,27007480.0,30219130.0,29584683.0,30238306.0,15217951.0,14113236.0,13991661.0,13706717.0,13449624.0,12043094.0,11585803.0,,,11,2010,2010-11-01,259449291.0,271035094.0,271035094.0,271035094.0,2010-11-01
"12, 2010",26517942.0,24776889.0,27289839.0,25652568.0,25602892.0,20044918.0,16369758.0,16630894.0,15729279.0,14836426.0,13360366.0,13046346.0,,,,12,2010,2010-12-01,239858116.0,239858116.0,239858116.0,239858116.0,2010-12-01
"1, 2011",27120247.0,29847320.0,27681445.0,25622959.0,19981753.0,20003500.0,17093662.0,16182675.0,15317490.0,14200637.0,13859430.0,12837727.0,12007411.0,9190394.0,8833008.0,1,2011,2011-01-01,239748845.0,251756257.0,260946651.0,269779659.0,2011-01-01
"2, 2011",27929798.0,28551575.0,26494332.0,20569532.0,19718970.0,21339074.0,17697241.0,16364986.0,15499567.0,14766618.0,13981864.0,12837782.0,10518799.0,9628853.0,8146433.0,2,2011,2011-02-01,235751337.0,246270136.0,255898988.0,264045421.0,2011-02-01
"3, 2011",28644355.0,24339689.0,19814445.0,19747360.0,19170676.0,20408600.0,17613790.0,16199964.0,15537853.0,14979918.0,13215947.0,10991009.0,9889505.0,8270721.0,7608284.0,3,2011,2011-03-01,220663607.0,230553111.0,238823832.0,246432116.0,2011-03-01
"4, 2011",24356971.0,19583119.0,18197229.0,19366543.0,19957116.0,20116185.0,16836893.0,15290614.0,14615840.0,12985076.0,10608112.0,9399041.0,8271331.0,8012927.0,3689948.0,4,2011,2011-04-01,201312740.0,209584070.0,217596997.0,221286945.0,2011-04-01
"5, 2011",26476802.0,26627251.0,20347686.0,19703730.0,20529319.0,19141808.0,16020971.0,15844420.0,13895768.0,11800365.0,10859876.0,8839923.0,8921115.0,4093732.0,3693423.0,5,2011,2011-05-01,210087919.0,219009034.0,223102766.0,226796189.0,2011-05-01
"6, 2011",23775196.0,20782416.0,20788877.0,19372087.0,16668429.0,14882570.0,13310651.0,11507797.0,10944221.0,9335008.0,9399817.0,7196474.0,5414225.0,3342707.0,3454184.0,6,2011,2011-06-01,177963543.0,183377768.0,186720475.0,190174659.0,2011-06-01
"7, 2011",30563335.0,22824663.0,23748273.0,21674710.0,21236035.0,20751780.0,15353882.0,14220117.0,13551081.0,12679801.0,12845574.0,10847937.0,9208371.0,6819212.0,7046590.0,7,2011,2011-07-01,220297187.0,229505559.0,236324771.0,243371360.0,2011-07-01
"8, 2011",22403366.0,22765942.0,22198637.0,20531375.0,20954257.0,17817903.0,16299289.0,15597834.0,15284378.0,15678712.0,13816327.0,11845617.0,10005766.0,10253582.0,7247066.0,8,2011,2011-08-01,215193635.0,225199401.0,235452984.0,242700050.0,2011-08-01
"9, 2011",23093387.0,22255376.0,20006472.0,19497259.0,17528942.0,16084408.0,13959592.0,15267476.0,14963630.0,13122057.0,11340175.0,9014148.0,9225607.0,6285652.0,6422362.0,9,2011,2011-09-01,196132922.0,205358529.0,211644181.0,218066543.0,2011-09-01
"10, 2011",22650960.0,22365073.0,21101056.0,18334612.0,16876811.0,15616932.0,15050488.0,14898678.0,13105777.0,11122070.0,9281146.0,9482076.0,6554409.0,6680622.0,4238886.0,10,2011,2011-10-01,189885680.0,196440089.0,203120712.0,207359598.0,2011-10-01
"11, 2011",20700443.0,23596968.0,20795098.0,17734839.0,15962085.0,17557575.0,15287712.0,13439965.0,11408315.0,9502787.0,9712594.0,6775302.0,6806132.0,4133860.0,3495399.0,11,2011,2011-11-01,182473683.0,189279814.0,193413675.0,196909074.0,2011-11-01
"12, 2011",18425061.0,17487905.0,19835697.0,15521633.0,17474140.0,16713282.0,14417293.0,11164156.0,9605597.0,9384550.0,6650887.0,6659076.0,5053754.0,4341409.0,4451199.0,12,2011,2011-12-01,163339277.0,168393031.0,172734440.0,177185639.0,2011-12-01
"1, 2012",14301939.0,18902051.0,16425352.0,17895314.0,16463828.0,14929345.0,10894800.0,9048670.0,9454463.0,6790174.0,6836518.0,4949577.0,4725082.0,4327211.0,4013505.0,1,2012,2012-01-01,146892031.0,151617113.0,155944324.0,159957829.0,2012-01-01
"2, 2012",13629429.0,16856949.0,17757751.0,18190246.0,17947755.0,14255489.0,11125278.0,11487580.0,8979438.0,8528883.0,6467303.0,6180673.0,6089240.0,5107768.0,3791442.0,2,2012,2012-02-01,151406772.0,157496013.0,162603780.0,166395222.0,2012-02-01
"3, 2012",15993453.0,18733790.0,19649219.0,19283859.0,15089497.0,12491175.0,12053876.0,9405047.0,9055430.0,7286629.0,6464563.0,6197812.0,5427220.0,3462542.0,3415565.0,3,2012,2012-03-01,151704350.0,157131570.0,160594112.0,164009678.0,2012-03-01
"4, 2012",16883943.0,18199933.0,18893414.0,15991777.0,14351013.0,14773213.0,12574334.0,11553490.0,9415861.0,6609870.0,6919998.0,6292703.0,4989550.0,4702923.0,3815999.0,4,2012,2012-04-01,152459548.0,157449098.0,162152021.0,165968020.0,2012-04-01
"5, 2012",16667500.0,18815325.0,17529756.0,12958764.0,15073883.0,12537369.0,11288718.0,9397484.0,7478251.0,7548024.0,6896467.0,5543345.0,4986910.0,4411359.0,4207539.0,5,2012,2012-05-01,141734885.0,146721795.0,151133154.0,155340693.0,2012-05-01
"6, 2012",16009417.0,17132230.0,15387380.0,13801043.0,11817411.0,10038034.0,8147558.0,6390280.0,6426677.0,6701134.0,5449960.0,5201162.0,4512889.0,4079079.0,2300243.0,6,2012,2012-06-01,122502287.0,127015176.0,131094256.0,133394499.0,2012-06-01
"7, 2012",15017625.0,14655361.0,13751178.0,13205795.0,11709322.0,9160271.0,6804397.0,7256820.0,7178230.0,6008550.0,5853368.0,5168370.0,4709931.0,2934105.0,2669949.0,7,2012,2012-07-01,115769287.0,120479217.0,123413322.0,126083271.0,2012-07-01
"8, 2012",12094482.0,13138303.0,13590089.0,13410515.0,11342378.0,7219720.0,7403070.0,7305738.0,5850131.0,5611792.0,4876269.0,4672449.0,3210407.0,2929763.0,1187356.0,8,2012,2012-08-01,106514936.0,109725343.0,112655106.0,113842461.0,2012-08-01
"9, 2012",12400603.0,12854447.0,11915430.0,11287034.0,8374859.0,7847991.0,8779525.0,8084495.0,8747956.0,6944685.0,6740865.0,5231815.0,5331405.0,3806086.0,2907973.0,9,2012,2012-09-01,109209704.0,114541109.0,118347195.0,121255169.0,2012-09-01
"10, 2012",12522621.0,12325583.0,12063460.0,8402543.0,8259998.0,8332455.0,8068514.0,8731729.0,6581574.0,6377754.0,4833376.0,4634419.0,3061795.0,2146669.0,1772429.0,10,2012,2012-10-01,101134026.0,104195821.0,106342490.0,108114919.0,2012-10-01
"11, 2012",11604410.0,13266088.0,9869516.0,9900161.0,8662156.0,8225618.0,8866941.0,6463624.0,6271817.0,4706180.0,4747522.0,3301185.0,2438147.0,2230154.0,632258.0,11,2012,2012-11-01,95885219.0,98323366.0,100553520.0,101185778.0,2012-11-01
"12, 2012",11255608.0,9877334.0,10468719.0,8763319.0,8674103.0,8329921.0,6148798.0,5569710.0,4184469.0,4151442.0,3307028.0,2526338.0,2352736.0,342405.0,379115.0,12,2012,2012-12-01,83256786.0,85609522.0,85951927.0,86331042.0,2012-12-01
"1, 2013",9111563.0,10552053.0,8824496.0,8766216.0,8793699.0,8703439.0,6763674.0,4995891.0,5231216.0,4691130.0,3531311.0,3386490.0,1401060.0,1329813.0,1286918.0,1,2013,2013-01-01,83351179.0,84752239.0,86082052.0,87368970.0,2013-01-01
"2, 2013",8399055.0,7469940.0,9114781.0,10054389.0,10937263.0,10549884.0,8436450.0,6651202.0,6171073.0,5048558.0,4906677.0,2760121.0,2891199.0,2353476.0,2431933.0,2,2013,2013-02-01,90499393.0,93390592.0,95744069.0,98176001.0,2013-02-01
"3, 2013",9648325.0,11130983.0,11181043.0,12422261.0,10326913.0,8293648.0,8147293.0,7270680.0,6160922.0,6943770.0,4783828.0,5296416.0,5125559.0,5069316.0,3558869.0,3,2013,2013-03-01,101606082.0,106731641.0,111800957.0,115359826.0,2013-03-01
"4, 2013",10848067.0,11006827.0,11933418.0,11950866.0,8657702.0,8945297.0,7311250.0,6122864.0,7057258.0,4710417.0,5227481.0,5058800.0,5157294.0,3849440.0,3807933.0,4,2013,2013-04-01,98830246.0,103987540.0,107836981.0,111644913.0,2013-04-01
"5, 2013",10425427.0,12324880.0,12350868.0,10877540.0,9540548.0,8738745.0,6340886.0,7881530.0,5481943.0,6139151.0,6257999.0,6461901.0,6129799.0,6329435.0,5288428.0,5,2013,2013-05-01,102821418.0,108951217.0,115280652.0,120569080.0,2013-05-01
"6, 2013",11490726.0,10987564.0,9144447.0,9023103.0,9236633.0,7801578.0,9708117.0,6897453.0,7380666.0,7363549.0,7604341.0,7363549.0,7604341.0,7471875.0,6770309.0,6,2013,2013-06-01,104001726.0,111606067.0,119077941.0,125848250.0,2013-06-01
"7, 2013",9887749.0,9604897.0,10819561.0,10160942.0,8852103.0,10736927.0,8879839.0,8601254.0,9381779.0,9689929.0,9483145.0,9794662.0,9794662.0,8982690.0,5735709.0,7,2013,2013-07-01,115892788.0,125687450.0,134670140.0,140405848.0,2013-07-01
"8, 2013",13150271.0,13994656.0,13908338.0,12399718.0,12475222.0,8529676.0,9492080.0,8887739.0,9178680.0,8787073.0,8870267.0,8870267.0,7901203.0,5748261.0,5403578.0,8,2013,2013-08-01,128543986.0,136445189.0,142193450.0,147597028.0,2013-08-01
"9, 2013",12393871.0,12862072.0,12969456.0,11252809.0,8198100.0,8425654.0,8618472.0,8869300.0,8485141.0,8762540.0,8256548.0,6885186.0,4773096.0,4460006.0,4384181.0,9,2013,2013-09-01,115979150.0,120752246.0,125212252.0,129596433.0,2013-09-01
"10, 2013",11095981.0,11818020.0,11742978.0,10544114.0,8808473.0,9066997.0,8226229.0,8131599.0,8649069.0,8411409.0,7456566.0,5431919.0,5261949.0,5053379.0,4998585.0,10,2013,2013-10-01,109383354.0,114645303.0,119698682.0,124697267.0,2013-10-01
"11, 2013",11294651.0,11533612.0,10718925.0,9647794.0,9290163.0,9703690.0,9412283.0,9185796.0,8975556.0,7984827.0,5805672.0,5623637.0,5805672.0,5207399.0,4291374.0,11,2013,2013-11-01,109176606.0,114982278.0,120189677.0,124481051.0,2013-11-01
"12, 2013",11142308.0,10432460.0,10560966.0,9427078.0,9697288.0,10483909.0,10433570.0,10245208.0,9075167.0,6339463.0,6140642.0,6281023.0,5520473.0,4986236.0,2528061.0,12,2013,2013-12-01,110259082.0,115779556.0,120765791.0,123293853.0,2013-12-01
"1, 2014",9241706.0,11539167.0,10372199.0,10060405.0,10908607.0,11588659.0,11377365.0,10453584.0,7583403.0,7349666.0,7403843.0,6082435.0,5493781.0,3035103.0,2937169.0,1,2014,2014-01-01,113961040.0,119454821.0,122489924.0,125427093.0,2014-01-01
"2, 2014",10993255.0,10638710.0,11927837.0,10961750.0,10535154.0,10527538.0,11141823.0,7667847.0,7430563.0,9199767.0,8901162.0,7299973.0,5332354.0,4178219.0,3221736.0,2,2014,2014-02-01,117225379.0,122557732.0,126735951.0,129957687.0,2014-02-01
"3, 2014",10787017.0,11927763.0,11118150.0,10658916.0,11499612.0,11156091.0,7749035.0,7507865.0,10799713.0,10708364.0,9080599.0,7306405.0,4651397.0,4400990.0,3981247.0,3,2014,2014-03-01,120299528.0,124950925.0,129351916.0,133333163.0,2014-03-01
"4, 2014",10974162.0,11038617.0,10716205.0,11588515.0,11731438.0,7565182.0,6835115.0,9137926.0,9579832.0,8072008.0,6458433.0,5357525.0,4620818.0,4292670.0,3537218.0,4,2014,2014-04-01,109054959.0,113675778.0,117968447.0,121505665.0,2014-04-01
"5, 2014",9490914.0,10350489.0,10093988.0,10871854.0,8130679.0,9326827.0,12370568.0,12577140.0,10815671.0,9575362.0,6807868.0,5863286.0,5674173.0,5863286.0,5677661.0,5,2014,2014-05-01,116274645.0,121948818.0,127812104.0,133489765.0,2014-05-01
"6, 2014",8845041.0,8845041.0,10100489.0,8089370.0,7572493.0,10196989.0,11537530.0,10858673.0,9413232.0,8546752.0,7450216.0,7447550.0,7678716.0,7354226.0,7298825.0,6,2014,2014-06-01,108903375.0,116582091.0,123936317.0,131235142.0,2014-06-01
"7, 2014",6987896.0,7054452.0,8875337.0,8070329.0,14182054.0,15003286.0,15002053.0,12956967.0,11554409.0,11538267.0,11607494.0,11573434.0,11358214.0,11199934.0,9861963.0,7,2014,2014-07-01,134405978.0,145764192.0,156964126.0,166826089.0,2014-07-01
"8, 2014",6879118.0,7552567.0,7530352.0,12835706.0,16377162.0,16113968.0,14497048.0,13163131.0,13118321.0,15303311.0,16033150.0,15605400.0,15348375.0,14800169.0,14828390.0,8,2014,2014-08-01,155009234.0,170357608.0,185157777.0,199986167.0,2014-08-01
"9, 2014",8186720.0,8192066.0,11244812.0,14851506.0,14381597.0,14055971.0,13347948.0,13119468.0,16810393.0,17421071.0,17279021.0,16777100.0,16236763.0,16204376.0,16504663.0,9,2014,2014-09-01,165667673.0,181904436.0,198108812.0,214613475.0,2014-09-01
"10, 2014",7842967.0,11526494.0,12412206.0,13178913.0,13770455.0,14634097.0,13358878.0,16205940.0,16299211.0,15956271.0,15464516.0,16043928.0,15098295.0,14994293.0,14730789.0,10,2014,2014-10-01,166693876.0,181792171.0,196786464.0,211517253.0,2014-10-01
"11, 2014",10327080.0,12655299.0,11033149.0,13223804.0,12438732.0,13886385.0,13881007.0,14105830.0,14634090.0,14838745.0,16533454.0,15703959.0,15420381.0,15562771.0,13427252.0,11,2014,2014-11-01,163261535.0,178681916.0,194244687.0,207671938.0,2014-11-01
"12, 2014",12829129.0,13668300.0,14825972.0,14833921.0,14920342.0,14984075.0,14328940.0,15241106.0,16206686.0,18277693.0,16987125.0,16522682.0,17090956.0,13829028.0,13298439.0,12,2014,2014-12-01,183625970.0,200716926.0,214545954.0,227844393.0,2014-12-01
"1, 2015",10613362.0,11504843.0,14361975.0,13417873.0,15835430.0,16358247.0,16856470.0,18945475.0,20409050.0,19090568.0,19108509.0,18760461.0,15543965.0,14298819.0,13039241.0,1,2015,2015-01-01,195262262.0,210806227.0,225105047.0,238144288.0,2015-01-01
"2, 2015",11920226.0,15469646.0,15199159.0,16461269.0,16651367.0,17198404.0,18302491.0,21265023.0,19930954.0,19957424.0,19619936.0,16276296.0,15104572.0,13793428.0,13423211.0,2,2015,2015-02-01,208252195.0,223356766.0,237150194.0,250573405.0,2015-02-01
"3, 2015",13419266.0,14985971.0,16114987.0,16488142.0,16919132.0,19380921.0,19445705.0,18265180.0,18155441.0,20419554.0,17136505.0,15771669.0,14009359.0,13264825.0,13398303.0,3,2015,2015-03-01,206502473.0,220511832.0,233776657.0,247174960.0,2015-03-01
"4, 2015",12706657.0,15270405.0,16125950.0,15511872.0,19281405.0,19980784.0,18475524.0,18386708.0,20136445.0,16701891.0,15274841.0,14274021.0,12667138.0,12819920.0,13088705.0,4,2015,2015-04-01,202126502.0,214793640.0,227613561.0,240702266.0,2015-04-01
"5, 2015",16401136.0,17930407.0,15675222.0,19184637.0,20668411.0,18986981.0,19723422.0,20674904.0,16761619.0,13906293.0,12958488.0,11626398.0,11771252.0,12101903.0,12101903.0,5,2015,2015-05-01,204497919.0,216269170.0,228371073.0,240472977.0,2015-05-01
"6, 2015",16107795.0,17973321.0,16825489.0,16740395.0,15466792.0,16680428.0,21156868.0,14853538.0,15919373.0,15025136.0,13357002.0,13556228.0,14022342.0,14022342.0,13250561.0,6,2015,2015-06-01,193662365.0,207684707.0,221707049.0,234957610.0,2015-06-01
"7, 2015",16227600.0,17335100.0,17850877.0,17098305.0,17288313.0,20549425.0,19872033.0,15559899.0,13963642.0,12176446.0,12568628.0,13831426.0,13046706.0,12459956.0,13794020.0,7,2015,2015-07-01,194321694.0,207368400.0,219828356.0,233622376.0,2015-07-01
"8, 2015",17372060.0,18481425.0,17606283.0,17588805.0,20282862.0,20327837.0,15886881.0,15016496.0,13780498.0,13693145.0,14993827.0,14429787.0,14061125.0,15748758.0,14399205.0,8,2015,2015-08-01,199459905.0,213521031.0,229269789.0,243668994.0,2015-08-01
"9, 2015",14993396.0,16922457.0,16550605.0,20321731.0,23647711.0,22095034.0,20595696.0,20108152.0,18116883.0,21003930.0,20313418.0,19339553.0,21096731.0,19510413.0,18590618.0,9,2015,2015-09-01,234008565.0,255105296.0,274615710.0,293206328.0,2015-09-01
"10, 2015",12614863.0,16686532.0,19143443.0,18782500.0,21387992.0,21287784.0,22326169.0,18751019.0,18875390.0,19775821.0,23304277.0,23383791.0,20745367.0,18931114.0,18638494.0,10,2015,2015-10-01,236319581.0,257064948.0,275996062.0,294634557.0,2015-10-01
"11, 2015",14128907.0,20505157.0,19113135.0,23392735.0,21496680.0,21112861.0,18676474.0,20177137.0,20960858.0,24436791.0,25372135.0,25574369.0,23460325.0,21858825.0,20002012.0,11,2015,2015-11-01,254947239.0,278407564.0,300266390.0,320268402.0,2015-11-01
"12, 2015",16367500.0,13602184.0,20131881.0,21734010.0,24409798.0,22440321.0,21213328.0,21846992.0,24522210.0,24557040.0,24872804.0,22874390.0,22315670.0,20938892.0,21832940.0,12,2015,2015-12-01,258572457.0,280888127.0,301827018.0,323659959.0,2015-12-01
"1, 2016",13007579.0,18738413.0,19718538.0,21727609.0,24118577.0,23390457.0,24577332.0,26054961.0,27455928.0,26820695.0,24628221.0,24628221.0,22274173.0,22428801.0,18507321.0,1,2016,2016-01-01,274866531.0,297140704.0,319569505.0,338076826.0,2016-01-01
"2, 2016",14392266.0,22350440.0,24087001.0,24399982.0,23926854.0,25009310.0,30682270.0,30107209.0,29742669.0,27761219.0,27761219.0,25385565.0,27001023.0,25899656.0,26289723.0,2,2016,2016-02-01,305606002.0,332607025.0,358506681.0,384796404.0,2016-02-01
"3, 2016",22541246.0,25541463.0,27281096.0,26175825.0,28691749.0,31382551.0,30264327.0,27797046.0,27085088.0,26507540.0,24799320.0,25657808.0,23990672.0,23729868.0,18869085.0,3,2016,2016-03-01,323725058.0,347715730.0,371445598.0,390314683.0,2016-03-01
"4, 2016",22440117.0,29486218.0,31059523.0,32450552.0,32979524.0,33890206.0,28473321.0,26388734.0,25818769.0,23303426.0,24383157.0,22685568.0,23057057.0,19624173.0,16285755.0,4,2016,2016-04-01,333359114.0,356416171.0,376040344.0,392326099.0,2016-04-01
"5, 2016",21290901.0,31393224.0,35147626.0,34481497.0,35666935.0,31879438.0,26447453.0,25308745.0,22490922.0,23360276.0,20955960.0,21388487.0,21366319.0,18895003.0,14987300.0,5,2016,2016-05-01,329811463.0,351177782.0,370072785.0,385060085.0,2016-05-01
"6, 2016",24310716.0,34623081.0,33845750.0,36068077.0,33901008.0,28613625.0,24614565.0,22485929.0,24004597.0,23151771.0,22900923.0,23479938.0,19701889.0,15648031.0,13476337.0,6,2016,2016-06-01,331999979.0,351701868.0,367349899.0,380826235.0,2016-06-01
"7, 2016",26801467.0,26539335.0,32289232.0,32485032.0,28083724.0,28161147.0,27180237.0,27971194.0,26644086.0,26304274.0,23086737.0,19936228.0,16047508.0,14014083.0,11203699.0,7,2016,2016-07-01,325482695.0,341530202.0,355544285.0,366747984.0,2016-07-01
"8, 2016",23426000.0,30004788.0,30265148.0,32344562.0,31767671.0,29337232.0,27527532.0,29475601.0,30436852.0,27431704.0,22183057.0,18655605.0,16456587.0,14460247.0,13805892.0,8,2016,2016-08-01,332855750.0,349312337.0,363772584.0,377578476.0,2016-08-01
"9, 2016",30657932.0,31714107.0,35140685.0,36094221.0,35494304.0,30745964.0,32036706.0,33734150.0,30969914.0,25475738.0,25484731.0,22788642.0,19832250.0,18044183.0,15871144.0,9,2016,2016-09-01,370337093.0,390169343.0,408213526.0,424084670.0,2016-09-01
"10, 2016",28219399.0,30751182.0,30866360.0,28447024.0,29134428.0,27832401.0,27094278.0,27362802.0,24939630.0,24860196.0,22901020.0,20101205.0,18595450.0,21134401.0,14755708.0,10,2016,2016-10-01,322509925.0,341105376.0,362239777.0,376995485.0,2016-10-01
"11, 2016",23853037.0,26975066.0,27618173.0,33089706.0,34503811.0,30294032.0,29149060.0,27859465.0,29397617.0,27166993.0,24782489.0,20526123.0,18026055.0,15621981.0,11966019.0,11,2016,2016-11-01,335215574.0,353241629.0,368863610.0,380829629.0,2016-11-01
"12, 2016",27254730.0,28102857.0,34044748.0,36914615.0,35101202.0,34188487.0,33108167.0,30006640.0,28652499.0,27211318.0,22572555.0,20028742.0,17244966.0,15064843.0,14795955.0,12,2016,2016-12-01,357186560.0,374431526.0,389496369.0,404292324.0,2016-12-01
"1, 2017",22274414.0,28048214.0,31561028.0,33270720.0,30928664.0,31738017.0,28399956.0,29208483.0,29620042.0,26174552.0,22729368.0,19027068.0,15223051.0,13379395.0,12976607.0,1,2017,2017-01-01,332980526.0,348203577.0,361582972.0,374559579.0,2017-01-01
"2, 2017",27119354.0,29100907.0,31638030.0,30336624.0,32905012.0,31859773.0,30282779.0,30774019.0,29952340.0,25464139.0,21792690.0,18784407.0,17029082.0,15046967.0,8826639.0,2,2017,2017-02-01,340010074.0,357039156.0,372086122.0,380912762.0,2017-02-01
"3, 2017",27436903.0,30447274.0,32052586.0,33571265.0,33608012.0,30695463.0,31060245.0,31264736.0,26818492.0,24803901.0,20572137.0,17025489.0,15012234.0,8770648.0,7308566.0,3,2017,2017-03-01,339356502.0,354368736.0,363139384.0,370447949.0,2017-03-01
"4, 2017",29832795.0,29809992.0,31079181.0,31855988.0,30766253.0,30596003.0,30118493.0,26329145.0,23335999.0,18793836.0,17163737.0,15533710.0,8650755.0,7130220.0,7264113.0,4,2017,2017-04-01,315215131.0,323865886.0,330996107.0,338260220.0,2017-04-01
"5, 2017",23826945.0,27332793.0,29659786.0,27678638.0,27396463.0,27241657.0,26203272.0,23831700.0,20172479.0,18164368.0,16635374.0,10426829.0,8788287.0,8741751.0,7885401.0,5,2017,2017-05-01,278570305.0,287358592.0,296100343.0,303985744.0,2017-05-01
"6, 2017",23396545.0,28442826.0,27510063.0,28338794.0,27785120.0,28095977.0,25274596.0,19812443.0,20690584.0,18374754.0,11519290.0,9083092.0,9343335.0,8397060.0,8167342.0,6,2017,2017-06-01,268324082.0,277667417.0,286064477.0,294231818.0,2017-06-01
"7, 2017",25103381.0,27155935.0,29855459.0,26962787.0,26421442.0,24326401.0,20051493.0,19174336.0,18846461.0,12443471.0,10607929.0,10961441.0,10015166.0,8167116.0,7015409.0,7,2017,2017-07-01,251910537.0,261925702.0,270092819.0,277108228.0,2017-07-01
"8, 2017",21312799.0,23853243.0,23531879.0,24939562.0,24492638.0,20644659.0,22089250.0,19984375.0,14292499.0,12756362.0,12206787.0,10037680.0,8559274.0,7390200.0,7148351.0,8,2017,2017-08-01,230141731.0,238701005.0,246091205.0,253239556.0,2017-08-01
"9, 2017",20092690.0,20226790.0,22588353.0,22393857.0,19476316.0,21648224.0,20755395.0,14812048.0,15087821.0,15772526.0,13520998.0,11930110.0,9648886.0,9310974.0,9621403.0,9,2017,2017-09-01,218305129.0,227954015.0,237264989.0,246886392.0,2017-09-01
"10, 2017",19810240.0,20470593.0,21547557.0,19997115.0,22924580.0,25276669.0,19616717.0,18983324.0,19696121.0,18020261.0,15070865.0,14270677.0,13244827.0,13689863.0,13282397.0,10,2017,2017-10-01,235684720.0,248929546.0,262619409.0,275901806.0,2017-10-01
"11, 2017",21223103.0,21223103.0,17359805.0,20773003.0,19539406.0,16923439.0,15540087.0,16305128.0,18293372.0,18327798.0,18877397.0,14827649.0,15512480.0,12534085.0,11206138.0,11,2017,2017-11-01,219213288.0,234725769.0,247259854.0,258465992.0,2017-11-01
"12, 2017",19368810.0,18445391.0,19288582.0,19375203.0,18964228.0,16603882.0,17151757.0,20589747.0,19624942.0,20218007.0,16419491.0,17031666.0,12710179.0,11657317.0,10879909.0,12,2017,2017-12-01,223081705.0,235791884.0,247449201.0,258329110.0,2017-12-01
"1, 2018",17060078.0,17436868.0,16802307.0,19260292.0,16796888.0,18032805.0,19732215.0,19243093.0,19823900.0,19940544.0,20544572.0,17741004.0,15023401.0,14619470.0,11270483.0,1,2018,2018-01-01,222414565.0,237437966.0,252057436.0,263327919.0,2018-01-01
"2, 2018",16119919.0,15600009.0,17682123.0,18062192.0,17123774.0,20507459.0,19651670.0,20263030.0,18806155.0,18506155.0,18316355.0,15160698.0,13210497.0,11132187.0,11834864.0,2,2018,2018-02-01,215799541.0,229010039.0,240142225.0,251977089.0,2018-02-01
"3, 2018",11961259.0,13510552.0,13074694.0,15357653.0,15461274.0,18239133.0,19528878.0,18240489.0,17824419.0,16293187.0,13427270.0,12668372.0,11679739.0,12674552.0,12316486.0,3,2018,2018-03-01,185587179.0,197266918.0,209941470.0,222257956.0,2018-03-01
"4, 2018",11760023.0,11240946.0,15497510.0,16407471.0,18512006.0,21389438.0,21629063.0,20417221.0,16114238.0,13796636.0,13061566.0,12766528.0,12703296.0,12572126.0,14506659.0,4,2018,2018-04-01,192592646.0,205295941.0,217868067.0,232374726.0,2018-04-01
"5, 2018",9999614.0,11558045.0,18890172.0,20621128.0,21840719.0,22345287.0,20050246.0,16887674.0,14912124.0,14682128.0,16297476.0,13886799.0,13733156.0,15591134.0,12876068.0,5,2018,2018-05-01,201971413.0,215704569.0,231295703.0,244171771.0,2018-05-01
